userId,testValues
13425, 5 1 1 1 0
13426, 10 10 10 0 0
13432, 10 10 8 0 0
13438, 0 0 0 0 0
13439, 10 10 10 5 5
13440, 10 10 10 10 1
13449, 6 6 6 0 0
13451, 0 0 0 0 0
13452, 7 0 0 0 0
13456, 10 10 0 0 0
13457, 6 0 0 0 0
13458, 10 10 10 10 10
13459, 0 0 0 0 0
13460, 8 7 7.000000e+00 2 0
13463, 8 8 8 0 0
13464, 5 5 1 0 0
13466, 7 7 7 5 4
13467, 10 10 10 10 10
13468, 9 9 9 0 0
13471, 8 0 0 0 0
13473, 0 0 0 0 0
13488, 10 10 10 10 10
13489, 10 7.000000e+00 5 2 2
13490, 10 9 9 9 9
13493, 10 10 10 10 9
13495, 10 9 9 9 9
13505, 10 10 10 10 8
13512, 10 9 8 8 8
13513, 1.000000e+01 10 10 10 10
13514, 8 4 1 0 0
13515, 10 4 4 0 0
13517, 0 0 0 0 0
13519, 0 0 0 0 0
13520, 0 0 0 0 0
13529, 7 0 0 0 0
13542, 1 0 0 0 0
13545, 6 6 6 6 6
13549, 7.000000e+00 7.000000e+00 7 7 7
13555, 8 8 8 6 0
13557, 10 10 10 7 0
13559, 7 6 6 6 6
13567, 10 10 0 0 0
13569, 0 0 0 0 0
13573, 9 9 9 8 8
13574, 3 2 2 0 0
13576, 1.000000e+01 7.000000e+00 7 7 7
13580, 8 8 8 6 6
13590, 6 5 0 0 0
13591, 5 5 0 0 0
13592, 6 6 6 6 6
13595, 5 5 0 0 0
13598, 10 10 9.333333e+00 9 9
13603, 10 10 10 10 10
13607, 10 10 10 10 10
13615, 10 0 0 0 0
13624, 10 9 6 0 0
13625, 10 10 0 0 0
13635, 9 9 9 0 0
13641, 7.000000e+00 7 7 7 7
13644, 0 0 0 0 0
13649, 10 9 9 9 8
13650, 0 0 0 0 0
13651, 7 0 0 0 0
13652, 3.000000e+00 2 2 2 0
13655, 0 0 0 0 0
13657, 8 0 0 0 0
13662, 8 8 8 8 8
13665, 10 10 10 7 7
13668, 7.000000e+00 0 0 0 0
13670, 7 7 6 6 5
13674, 0 0 0 0 0
13676, 10 10 10 10 10
13679, 0 0 0 0 0
13681, 10 0 0 0 0
13692, 0 0 0 0 0
13710, 0 0 0 0 0
13723, 6 1 1 1 1
13736, 6.000000e+00 6.000000e+00 0 0 0
13740, 6 2 0 0 0
13741, 9 8 8 0 0
13744, 10 1.000000e+01 8 6.000000e+00 6
13752, 0 0 0 0 0
13754, 0 0 0 0 0
13764, 10 10 10 0 0
13765, 6.000000e+00 6 6 6.000000e+00 6.000000e+00
13778, 10 10 10 10 10
13779, 0 0 0 0 0
13781, 8 5 5 5 5
13783, 7 0 0 0 0
13786, 1 1 0 0 0
13788, 0 0 0 0 0
13794, 8 8 7.000000e+00 7 7
13796, 10 10 9 9 0
13800, 8 0 0 0 0
13801, 0 0 0 0 0
13814, 10 9 9 9 7.000000e+00
13817, 10 10 10 9 9
13820, 4 4 0 0 0
13821, 5 5 5 5 5
13824, 8 8 8 8 8
13834, 0 0 0 0 0
13835, 2 0 0 0 0
13836, 9 9 9 0 0
13838, 0 0 0 0 0
13839, 7.000000e+00 0 0 0 0
13855, 2 0 0 0 0
13858, 7 7 0 0 0
13863, 0 0 0 0 0
13869, 7 7 0 0 0
13873, 0 0 0 0 0
13876, 9 9 9 9 9
13883, 1.000000e+01 10 10 0 0
13886, 8 8 8 4 4
13890, 6 4 4 4 2
13892, 9 9 9 7.000000e+00 0
13895, 7 0 0 0 0
13899, 8 8 2 2 2
13908, 0 0 0 0 0
13918, 0 0 0 0 0
13919, 1 1 1 1 0
13920, 0 0 0 0 0
13921, 0 0 0 0 0
13922, 8 6 6.000000e+00 0 0
13924, 10 10 0 0 0
13925, 9 0 0 0 0
13928, 10 10 10 10 10
13935, 8 8 8 8 8
13936, 10 1 1 0 0
13940, 10 10 10 10 10
13942, 10 10 10 1.000000e+01 9
13951, 9 0 0 0 0
13956, 8 7 6.000000e+00 0 0
13957, 0 0 0 0 0
13961, 9 9 0 0 0
13963, 5 5 0 0 0
13964, 0 0 0 0 0
13969, 10 10 0 0 0
13970, 10 10 10 10 10
13972, 7 4 0 0 0
13975, 0 0 0 0 0
13979, 1 1 1 1 0
13982, 0 0 0 0 0
13983, 10 0 0 0 0
13984, 5 0 0 0 0
13987, 5 5 0 0 0
13988, 8 0 0 0 0
13994, 2 0 0 0 0
14002, 10 10 8 8 0
14006, 10 10 10 10 10
14009, 10 10 10 10 10
14010, 9 9 9 9 0
14013, 9 9 0 0 0
14014, 10 10 10 10 10
14016, 0 0 0 0 0
14017, 0 0 0 0 0
14018, 0 0 0 0 0
14031, 0 0 0 0 0
14037, 9 8 8 8 8
14043, 10 10 10 10 10
14048, 10 0 0 0 0
14054, 0 0 0 0 0
14055, 6 5.000000e+00 4 0 0
14059, 10 10 10 10 10
14061, 8 0 0 0 0
14064, 1.000000e+01 8 7 7 7
14067, 10 10 10 10 10
14071, 6.000000e+00 0 0 0 0
14078, 7.000000e+00 7.000000e+00 7 6 6
14080, 0 0 0 0 0
14088, 0 0 0 0 0
14096, 0 0 0 0 0
14105, 10 10 10 10 10
14108, 9 0 0 0 0
14115, 9 9 9 9 9
14116, 10 1 0 0 0
14123, 3 3 1 1 0
14129, 8 0 0 0 0
14132, 9 9 9 9 8
14141, 0 0 0 0 0
14142, 10 9 9 8 1
14143, 9 9 8 7.000000e+00 7.000000e+00
14147, 10 10 10 0 0
14151, 8 8 7.000000e+00 7 7
14154, 8 7.074886e+00 7.046778e+00 6.565035e+00 6.464102e+00
14164, 1 1 1 0 0
14168, 10 10 10 10 10
14169, 8 7 7 7 0
14171, 10 10 7.000000e+00 7 7
14172, 10 10 9 8 7
14180, 0 0 0 0 0
14182, 10 9 6 6 6
14183, 8 8 8 8 8
14186, 9 0 0 0 0
14193, 0 0 0 0 0
14194, 10 8 8 8 8
14195, 10 10 9 8 8
14196, 10 10 9 9 9
14199, 10 10 0 0 0
14204, 9 9 9 9 7
14208, 1.000000e+01 1.000000e+01 10 10 10
14209, 10 10 1.000000e+01 7 6.000000e+00
14212, 10 10 7 5 5
14214, 10 10 7.000000e+00 7.000000e+00 7.000000e+00
14219, 10 10 10 10 10
14223, 2 2 2 2 0
14227, 10 10 8 8 8
14231, 10 10 10 10 9
14234, 10 10 10 8 8
14243, 10 9.519259e+00 9 9 9
14244, 8 8 0 0 0
14245, 6 0 0 0 0
14252, 1 0 0 0 0
14253, 1.000000e+01 10 10 0 0
14259, 0 0 0 0 0
14267, 7 7 7 7 7
14270, 7 7 6 0 0
14275, 6 6 6 6 6
14277, 0 0 0 0 0
14280, 0 0 0 0 0
14283, 5 0 0 0 0
14285, 9 9 0 0 0
14289, 10 10 7 0 0
14293, 2 2 0 0 0
14294, 1 1 0 0 0
14297, 5 5 5 0 0
14299, 10 10 10 0 0
14307, 1.000000e+01 10 10 10 10
14309, 0 0 0 0 0
14312, 8 8 7 0 0
14317, 0 0 0 0 0
14321, 7.000000e+00 7 0 0 0
14322, 0 0 0 0 0
14327, 9 2 2 2 2
14331, 0 0 0 0 0
14336, 7 4 4 0 0
14337, 10 10 10 10 10
14345, 10 10 0 0 0
14348, 9 6 3 0 0
14353, 7 7 7 7 0
14356, 1.000000e+01 10 10 10 10
14361, 10 10 10 10 10
14364, 0 0 0 0 0
14370, 0 0 0 0 0
14372, 5 5 5 5 5
14376, 2 2 0 0 0
14377, 8 0 0 0 0
14379, 10 10 10 10 10
14381, 7 7 7 7 6
14386, 10 6 0 0 0
14391, 0 0 0 0 0
14393, 6.000000e+00 0 0 0 0
14394, 1 1 0 0 0
14400, 8 0 0 0 0
14410, 8 7 0 0 0
14412, 7 7 0 0 0
14424, 7 7 7 7 0
14441, 9 9 8 8 8
14442, 9 9 9 9 9
14443, 10 10 9 9 8
14448, 10 10 5 3 3
14453, 1 0 0 0 0
14455, 2 0 0 0 0
14462, 0 0 0 0 0
14463, 0 0 0 0 0
14465, 0 0 0 0 0
14471, 8 6 6 4 4
14472, 1.000000e+01 10 10 10 10
14475, 7.000000e+00 6 6 5.000000e+00 5
14476, 5.000000e+00 5.000000e+00 5 5 0
14478, 2 0 0 0 0
14479, 6 6 6 6 1
14480, 0 0 0 0 0
14486, 10 10 10 0 0
14493, 9 7 6 6 6
14495, 10 10 10 10 10
14500, 0 0 0 0 0
14502, 2 2 2 0 0
14504, 10 10 0 0 0
14513, 7.000000e+00 7 7 6 5
14518, 10 10 10 10 10
14524, 0 0 0 0 0
14526, 1.000000e+01 1.000000e+01 1.000000e+01 10 10
14530, 9 0 0 0 0
14533, 9 9 7.000000e+00 7.000000e+00 7
14534, 0 0 0 0 0
14535, 8 8 4 0 0
14536, 0 0 0 0 0
14537, 7.000000e+00 7 0 0 0
14541, 10 10 10 10 10
14549, 10 10 10 10 10
14556, 10 10 10 10 9
14558, 10 10 10 9 9
14561, 0 0 0 0 0
14564, 9 9 0 0 0
14570, 0 0 0 0 0
14577, 0 0 0 0 0
14579, 6 0 0 0 0
14582, 1 0 0 0 0
14583, 4 4 0 0 0
14585, 7 7 7 5 5
14587, 10 10 10 10 10
14591, 1.000000e+01 10 10 10 0
14592, 1 0 0 0 0
14596, 3.000000e+00 0 0 0 0
14599, 0 0 0 0 0
14601, 9 9 9 9 9
14602, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7
14605, 10 0 0 0 0
14607, 10 10 10 10 10
14608, 7.000000e+00 7.000000e+00 7 7 7
14609, 10 10 0 0 0
14612, 10 10 10 10 10
14613, 10 10 10 10 0
14617, 0 0 0 0 0
14619, 0 0 0 0 0
14621, 10 7 7 7 7
14622, 0 0 0 0 0
14624, 5 5 5 0 0
14627, 0 0 0 0 0
14634, 10 0 0 0 0
14638, 4 1 0 0 0
14642, 0 0 0 0 0
14643, 0 0 0 0 0
14648, 2 1 1 1 1
14654, 10 10 10 7 0
14657, 10 10 10 10 10
14661, 9 9 9 9 9
14663, 10 10 10 10 0
14664, 9 0 0 0 0
14668, 7 7 0 0 0
14677, 0 0 0 0 0
14680, 8 8 7.000000e+00 7 0
14681, 10 10 10 10 10
14682, 10 10 0 0 0
14687, 7.000000e+00 5 0 0 0
14692, 0 0 0 0 0
14700, 7.000000e+00 7 7 5 5
14703, 5 1 1 0 0
14708, 10 0 0 0 0
14709, 4 4 0 0 0
14715, 0 0 0 0 0
14716, 4 0 0 0 0
14718, 3 0 0 0 0
14720, 6 6 1 1 1
14723, 10 8 8 8 8
14726, 8 7.000000e+00 7 7 7
14727, 8 8 8 8 7.500000e+00
14728, 8 8 8 1 0
14730, 9 9 9 9 9
14733, 5 0 0 0 0
14737, 10 10 10 10 10
14738, 10 10 10 7.000000e+00 0
14740, 9 0 0 0 0
14749, 7.000000e+00 0 0 0 0
14750, 7 7.000000e+00 0 0 0
14751, 0 0 0 0 0
14752, 9 9 0 0 0
14756, 9 9 8 7 7
14757, 2 0 0 0 0
14760, 0 0 0 0 0
14766, 10 10 10 6.000000e+00 0
14769, 8 5 5 5 5
14773, 10 10 10 10 10
14775, 0 0 0 0 0
14780, 1 1 1 1 0
14781, 8 8 3 0 0
14785, 10 0 0 0 0
14787, 2 0 0 0 0
14788, 6 6 6 1 1
14789, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
14792, 10 10 8 0 0
14794, 1.000000e+01 10 1.000000e+01 9 9
14798, 10 10 10 9 9
14801, 10 9 7.000000e+00 7.000000e+00 0
14803, 7.000000e+00 7.000000e+00 7 7 0
14809, 0 0 0 0 0
14813, 7 7 7 0 0
14815, 9 9 9 0 0
14821, 0 0 0 0 0
14833, 9 9 9 9 9
14835, 0 0 0 0 0
14843, 8 8 8 8 0
14846, 10 10 10 10 10
14851, 9 9 9 9 8
14852, 10 0 0 0 0
14854, 8 8 8 7 7
14856, 0 0 0 0 0
14859, 9 9 9 9 8
14863, 10 10 10 9 8
14864, 7 7 7 7 0
14866, 5 0 0 0 0
14869, 9 0 0 0 0
14870, 8 8 7 7 7
14873, 8 8 8 8 8
14874, 9 8 8 8 5.000000e+00
14876, 8 6 3 3 3
14879, 9 0 0 0 0
14883, 8 0 0 0 0
14884, 10 10 7 7 7
14890, 0 0 0 0 0
14891, 10 10 10 10 10
14893, 7 7 7 5 4
14899, 7 7 5 5 0
14908, 5 5 0 0 0
14910, 7 0 0 0 0
14911, 0 0 0 0 0
14915, 6 6 0 0 0
14917, 6 6 0 0 0
14923, 0 0 0 0 0
14926, 9 7 7 0 0
14928, 10 10 10 10 8
14930, 8 3 3 3 3
14937, 0 0 0 0 0
14939, 6 0 0 0 0
14943, 7 7 7.000000e+00 0 0
14947, 10 8 8 8 8
14949, 6 6 6 2 2
14950, 0 0 0 0 0
14951, 1 1 0 0 0
14952, 7 7 0 0 0
14953, 10 0 0 0 0
14955, 8 8 8 8 8
14960, 0 0 0 0 0
14970, 5 0 0 0 0
14973, 0 0 0 0 0
14978, 0 0 0 0 0
14980, 0 0 0 0 0
14985, 10 10 2 2 2
14987, 5 5 5 5 5
14988, 10 10 10 10 10
14991, 0 0 0 0 0
14993, 9 9 9 9 9
14998, 9 9 9 8 8
14999, 5 5 5 5 5
15003, 9 9 0 0 0
15008, 10 10 10 10 10
15011, 0 0 0 0 0
15012, 9 9 9 9 9
15015, 1 1 1 1 1
15017, 8 6 0 0 0
15021, 10 0 0 0 0
15026, 10 10 10 10 10
15027, 10 7 0 0 0
15028, 0 0 0 0 0
15030, 9 9 9 9 9
15031, 1 1 0 0 0
15034, 7 7 6 0 0
15035, 8 0 0 0 0
15036, 10 10 10 10 10
15040, 8 6.000000e+00 0 0 0
15048, 4 4 4 4 4
15053, 4 4 4 4 0
15057, 8 8 8 8 8
15059, 0 0 0 0 0
15064, 10 10 10 10 7
15076, 0 0 0 0 0
15082, 0 0 0 0 0
15089, 9 9 9 8 8
15090, 9 7 7 7 3
15091, 2 0 0 0 0
15096, 10 10 0 0 0
15100, 0 0 0 0 0
15103, 6 6.000000e+00 0 0 0
15108, 7 0 0 0 0
15109, 7.000000e+00 7 7 7 7
15111, 10 9 9 7 7
15112, 0 0 0 0 0
15113, 8 8 8 8 8
15114, 1.000000e+01 10 10 10 10
15115, 1.000000e+01 1.000000e+01 9 9 9
15116, 7 7 1 0 0
15118, 0 0 0 0 0
15125, 10 10 10 1 0
15126, 0 0 0 0 0
15127, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
15130, 0 0 0 0 0
15139, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
15149, 1.000000e+01 10 8 8 7
15155, 0 0 0 0 0
15158, 8 8 8 0 0
15161, 7 7.000000e+00 7.000000e+00 6 6.000000e+00
15162, 10 2 0 0 0
15164, 7 7 7.000000e+00 6.000000e+00 6
15168, 7.000000e+00 7 7 7 7
15176, 5 0 0 0 0
15180, 7 7 7 6 6
15183, 10 10 10 0 0
15184, 7.000000e+00 7 7 7 7
15187, 1.000000e+01 7 7 0 0
15193, 7 7 7 2 2
15194, 10 10 8 8 7.000000e+00
15195, 10 1 1 1 1
15198, 10 4 3 3.000000e+00 0
15215, 4 4 4 0 0
15217, 5 5 5 5 5
15218, 10 10 10 10 10
15219, 10 8 8 8 8
15221, 2 2 1 0 0
15224, 4 0 0 0 0
15226, 10 10 10 10 10
15228, 0 0 0 0 0
15230, 7 7 7 7 7
15243, 0 0 0 0 0
15246, 0 0 0 0 0
15248, 6 6 6 0 0
15250, 9 9 9 9 7
15251, 6.000000e+00 6 6 0 0
15269, 7 7 0 0 0
15270, 3.000000e+00 2 0 0 0
15273, 5 5 5 5 2
15275, 1 1 0 0 0
15276, 10 10 10 10 10
15278, 1.000000e+01 1.000000e+01 9 9 9
15289, 0 0 0 0 0
15297, 10 10 10 10 7
15299, 10 10 10 0 0
15303, 7.000000e+00 7 0 0 0
15309, 10 0 0 0 0
15313, 9 9 8 8 7
15316, 10 10 5 3 0
15320, 8 0 0 0 0
15328, 8 8 8 8 8
15329, 0 0 0 0 0
15330, 10 10 0 0 0
15331, 0 0 0 0 0
15332, 1 1 1 0 0
15334, 9 7 0 0 0
15337, 10 10 10 9 9
15338, 7 0 0 0 0
15350, 1 0 0 0 0
15352, 0 0 0 0 0
15360, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
15364, 7 7 7 7.000000e+00 3.000000e+00
